transect,waypoint,lat,long,type,region,depth
121,121.1,40.917705,-124.149327,Nearshore,Central CA,-5
121,121.2,40.91768,-124.253852,Nearshore,Central CA,-62
122,122.1,41.000789,-124.125141,Nearshore,Central CA,-11
122,122.2,41.000822,-124.229199,Nearshore,Central CA,-55
123,123.1,41.084056,-124.178904,Nearshore,Central CA,-32
123,123.2,41.084057,-124.283854,Nearshore,Central CA,-94
124,124.1,41.167609,-124.141137,Nearshore,Central CA,-13
124,124.2,41.167618,-124.246562,Nearshore,Central CA,
125,125.1,41.257983,-124.106319,Nearshore,Central CA,-13
125,125.2,41.258015,-124.211435,Nearshore,Central CA,-68
126,126.1,41.336057,-124.10877,Nearshore,Central CA,-21
126,126.2,41.336105,-124.21678,Nearshore,Central CA,-72
127,127.1,41.417811,-124.071035,Nearshore,Central CA,-16
127,127.2,41.417858,-124.176281,Nearshore,Central CA,-58
128,128.1,41.500472,-124.084674,Nearshore,Central CA,-13
128,128.2,41.500472,-124.17988,Nearshore,Central CA,-47
129,129.1,41.583994,-124.112749,Nearshore,Central CA,-13
129,129.2,41.583996,-124.21835,Nearshore,Central CA,-44
130,130.1,41.667662,-124.149107,Nearshore,Central CA,-9
130,130.2,41.667662,-124.254101,Nearshore,Central CA,-53
131,131.1,41.750583,-124.240242,Nearshore,Central CA,-9
131,131.2,41.75057,-124.345455,Nearshore,Central CA,-78
132,132.1,41.833531,-124.236114,Nearshore,Central CA,-1
132,132.2,41.833531,-124.423644,Nearshore,Central CA,-153
133,133.1,41.916919,-124.220489,Nearshore,Central CA,-4
133,133.2,41.916898,-124.326015,Nearshore,Central CA,-49
134,134.1,41.999377,-124.236434,Nearshore,WA/OR,-13
134,134.2,41.999366,-124.343377,Nearshore,WA/OR,-56
135,135.1,42.08315,-124.338048,Nearshore,WA/OR,-35
135,135.2,42.083095,-124.444276,Nearshore,WA/OR,-98
136,136.1,42.165979,-124.370768,Nearshore,WA/OR,-30
136,136.2,42.166026,-124.476914,Nearshore,WA/OR,-118
137,137.1,42.249497,-124.421778,Nearshore,WA/OR,-27
137,137.2,42.249471,-124.512449,Nearshore,WA/OR,-118
138,138.1,42.332575,-124.433939,Nearshore,WA/OR,-3
138,138.2,42.332609,-124.532724,Nearshore,WA/OR,-108
139,139.1,42.415889,-124.434643,Nearshore,WA/OR,-1
139,139.2,42.415899,-124.54299,Nearshore,WA/OR,-70
140,140.1,42.499119,-124.42753,Nearshore,WA/OR,-14
140,140.2,42.499083,-124.533958,Nearshore,WA/OR,-50
141,141.1,42.58198,-124.399027,Nearshore,WA/OR,-2
141,141.2,42.582024,-124.505496,Nearshore,WA/OR,-67
142,142.1,42.66028,-124.42124,Nearshore,WA/OR,-26
142,142.2,42.660328,-124.528937,Nearshore,WA/OR,-82
143,143.1,42.748805,-124.518577,Nearshore,WA/OR,-2
143,143.2,42.748781,-124.626226,Nearshore,WA/OR,-71
144,144.1,42.831547,-124.596058,Nearshore,WA/OR,-30
144,144.2,42.831498,-124.702541,Nearshore,WA/OR,-117
145,145.1,42.915373,-124.510847,Nearshore,WA/OR,-16
145,145.2,42.91542,-124.618397,Nearshore,WA/OR,-78
146,146.1,42.99913,-124.470872,Nearshore,WA/OR,-33
146,146.2,42.999166,-124.579375,Nearshore,WA/OR,-95
147,147.1,43.082262,-124.445015,Nearshore,WA/OR,-17
147,147.2,43.082297,-124.552671,Nearshore,WA/OR,-90
148,148.1,43.166506,-124.417689,Nearshore,WA/OR,-4
148,148.2,43.166553,-124.525612,Nearshore,WA/OR,-75
149,149.1,43.249422,-124.398061,Nearshore,WA/OR,-7
149,149.2,43.249484,-124.505734,Nearshore,WA/OR,-76
150,150.1,43.333228,-124.387747,Nearshore,WA/OR,-22
150,150.2,43.333168,-124.498104,Nearshore,WA/OR,-99
151,151.1,43.415778,-124.305782,Nearshore,WA/OR,-19
151,151.2,43.415817,-124.414067,Nearshore,WA/OR,-92
152,152.1,43.499564,-124.268974,Nearshore,WA/OR,-8
152,152.2,43.499516,-124.377323,Nearshore,WA/OR,-104
153,153.1,43.583392,-124.234711,Nearshore,WA/OR,-3
153,153.2,43.583417,-124.342496,Nearshore,WA/OR,-105
154,154.1,43.669037,-124.224033,Nearshore,WA/OR,-24
154,154.2,43.669066,-124.332709,Nearshore,WA/OR,-107
155,155.1,43.747053,-124.187247,Nearshore,WA/OR,-1
155,155.2,43.747036,-124.295908,Nearshore,WA/OR,-99
156,156.1,43.833273,-124.173311,Nearshore,WA/OR,-20
156,156.2,43.833326,-124.282811,Nearshore,WA/OR,-97
157,157.1,43.916793,-124.158235,Nearshore,WA/OR,-18
157,157.2,43.916772,-124.267877,Nearshore,WA/OR,-87
158,158.1,44.000566,-124.144986,Nearshore,WA/OR,-7
158,158.2,44.000566,-124.254716,Nearshore,WA/OR,-80
159,159.1,44.083775,-124.134787,Nearshore,WA/OR,-3
159,159.2,44.083812,-124.243922,Nearshore,WA/OR,-70
160,160.1,44.16694,-124.12506,Nearshore,WA/OR,-11
160,160.2,44.166892,-124.234337,Nearshore,WA/OR,-67
161,161.1,44.259583,-124.117071,Nearshore,WA/OR,-2
161,161.2,44.25957,-124.226482,Nearshore,WA/OR,-65
162,162.1,44.333194,-124.114482,Nearshore,WA/OR,-11
162,162.2,44.333143,-124.223487,Nearshore,WA/OR,-63
163,163.1,44.416714,-124.098188,Nearshore,WA/OR,-7
163,163.2,44.416757,-124.209487,Nearshore,WA/OR,-62
164,164.1,44.500115,-124.097378,Nearshore,WA/OR,-12
164,164.2,44.500115,-124.207492,Nearshore,WA/OR,-65
165,165.1,44.583471,-124.082201,Nearshore,WA/OR,-11
165,165.2,44.583476,-124.192193,Nearshore,WA/OR,-58
166,166.1,44.667054,-124.066427,Nearshore,WA/OR,-2
166,166.2,44.666875,-124.177472,Nearshore,WA/OR,-62
167,167.1,44.749985,-124.086867,Nearshore,WA/OR,-20
167,167.2,44.749926,-124.197825,Nearshore,WA/OR,-69
168,168.1,44.834305,-124.074905,Nearshore,WA/OR,-32
168,168.2,44.834305,-124.164313,Nearshore,WA/OR,-67
169,169.1,44.917557,-124.03452,Nearshore,WA/OR,-3
169,169.2,44.9176,-124.145227,Nearshore,WA/OR,-86
170,170.1,45.000372,-124.019266,Nearshore,WA/OR,-4
170,170.2,45.000372,-124.129974,Nearshore,WA/OR,-89
171,171.1,45.083825,-124.016715,Nearshore,WA/OR,-19
171,171.2,45.083825,-124.129266,Nearshore,WA/OR,-96
172,172.1,45.167873,-123.982336,Nearshore,WA/OR,-10
172,172.2,45.167837,-124.093783,Nearshore,WA/OR,-86
173,173.1,45.250614,-123.977351,Nearshore,WA/OR,-17
173,173.2,45.250551,-124.08865,Nearshore,WA/OR,-86
174,174.1,45.325872,-123.984183,Nearshore,WA/OR,-20
174,174.2,45.325872,-124.096075,Nearshore,WA/OR,-89
175,175.1,45.417799,-123.973325,Nearshore,WA/OR,-20
175,175.2,45.417775,-124.085194,Nearshore,WA/OR,-82
176,176.1,45.506645,-123.970466,Nearshore,WA/OR,-2
176,176.2,45.506707,-124.081234,Nearshore,WA/OR,-79
177,177.1,45.584655,-123.96103,Nearshore,WA/OR,-9
177,177.2,45.58461,-124.073003,Nearshore,WA/OR,-79
178,178.1,45.667475,-123.94921,Nearshore,WA/OR,-4
178,178.2,45.667534,-124.062055,Nearshore,WA/OR,-71
179,179.1,45.750514,-123.982178,Nearshore,WA/OR,-25
179,179.2,45.750515,-124.096041,Nearshore,WA/OR,-78
180,180.1,45.833506,-123.971839,Nearshore,WA/OR,-19
180,180.2,45.833543,-124.08501,Nearshore,WA/OR,-75
181,181.1,45.917365,-123.99779,Nearshore,WA/OR,-28
181,181.2,45.91736,-124.110407,Nearshore,WA/OR,-80
182,182.1,46.000483,-123.94402,Nearshore,WA/OR,-10
182,182.2,46.000483,-124.057429,Nearshore,WA/OR,-58
183,183.1,46.084051,-123.947363,Nearshore,WA/OR,-8
183,183.2,46.083991,-124.060934,Nearshore,WA/OR,-46
184,184.1,46.167166,-123.985683,Nearshore,WA/OR,-7
184,184.2,46.167166,-124.100293,Nearshore,WA/OR,-34
185,185.1,46.258389,-124.093254,Nearshore,WA/OR,-15
185,185.2,46.258404,-124.223847,Nearshore,WA/OR,-63
186,186.1,46.332335,-124.079674,Nearshore,WA/OR,-12
186,186.2,46.332208,-124.194686,Nearshore,WA/OR,-38
187,187.1,46.416549,-124.067517,Nearshore,WA/OR,-6
187,187.2,46.416549,-124.182136,Nearshore,WA/OR,-34
188,188.1,46.500377,-124.065646,Nearshore,WA/OR,-6
188,188.2,46.500377,-124.161239,Nearshore,WA/OR,-31
189,189.1,46.583752,-124.074982,Nearshore,WA/OR,-9
189,189.2,46.583809,-124.189096,Nearshore,WA/OR,-39
190,190.1,46.666356,-124.10257,Nearshore,WA/OR,-8
190,190.2,46.666356,-124.218017,Nearshore,WA/OR,-43
191,191.1,46.749398,-124.155569,Nearshore,WA/OR,-25
191,191.2,46.749382,-124.270357,Nearshore,WA/OR,-48
192,192.1,46.833369,-124.119075,Nearshore,WA/OR,-4
192,192.2,46.83334,-124.234668,Nearshore,WA/OR,-40
193,193.1,46.936044,-124.184965,Nearshore,WA/OR,-6
193,193.2,46.936046,-124.30002,Nearshore,WA/OR,-42
194,194.1,46.998202,-124.183323,Nearshore,WA/OR,-7
194,194.2,46.99813,-124.298942,Nearshore,WA/OR,-38
195,195.1,47.082741,-124.190476,Nearshore,WA/OR,-9
195,195.2,47.082795,-124.307213,Nearshore,WA/OR,-36
196,196.1,47.163497,-124.207148,Nearshore,WA/OR,-8
196,196.2,47.163259,-124.323196,Nearshore,WA/OR,-35
197,197.1,47.2486,-124.238293,Nearshore,WA/OR,-8
197,197.2,47.2486,-124.354904,Nearshore,WA/OR,-34
198,198.1,47.330837,-124.301104,Nearshore,WA/OR,-4
198,198.2,47.330809,-124.418552,Nearshore,WA/OR,-33
199,199.1,47.389013,-124.332964,Nearshore,WA/OR,-5
199,199.2,47.388993,-124.452709,Nearshore,WA/OR,-30
200,200.1,47.496698,-124.356678,Nearshore,WA/OR,-10
200,200.2,47.496655,-124.472449,Nearshore,WA/OR,-27
201,201.1,47.581017,-124.375669,Nearshore,WA/OR,-9
201,201.2,47.581059,-124.492588,Nearshore,WA/OR,-29
202,202.1,47.648866,-124.400045,Nearshore,WA/OR,-5
202,202.2,47.648843,-124.516621,Nearshore,WA/OR,-27
203,203.1,47.736606,-124.500679,Nearshore,WA/OR,-20
203,203.2,47.736633,-124.618851,Nearshore,WA/OR,-34
204,204.1,47.828089,-124.585412,Nearshore,WA/OR,-27
204,204.2,47.828137,-124.705558,Nearshore,WA/OR,-46
205,205.1,47.912635,-124.683333,Nearshore,WA/OR,-27
205,205.2,47.912687,-124.800551,Nearshore,WA/OR,-57
206,206.1,47.993888,-124.736789,Nearshore,WA/OR,-31
206,206.2,47.993917,-124.854284,Nearshore,WA/OR,-64
207,207.1,48.076946,-124.723779,Nearshore,WA/OR,-30
207,207.2,48.076981,-124.841542,Nearshore,WA/OR,-48
208,208.1,48.159861,-124.760275,Nearshore,WA/OR,-34
208,208.2,48.159825,-124.877909,Nearshore,WA/OR,-58
209,209.1,48.246786,-124.712865,Nearshore,WA/OR,-26
209,209.2,48.246854,-124.83062,Nearshore,WA/OR,-41
210,210.1,48.327238,-124.683127,Nearshore,WA/OR,-14
210,210.2,48.327181,-124.802639,Nearshore,WA/OR,-39
211,211.1,48.409282,-124.749244,Nearshore,WA/OR,-76
211,211.2,48.409329,-124.868431,Nearshore,WA/OR,-336
3,3.1,32.52325764,-118.3555556,Offshore,S. CA Bight,
3,3.2,31.76362393,-119.9153846,Offshore,S. CA Bight,
7,7.1,33.00879672,-118.9752137,Offshore,S. CA Bight,
7,7.2,32.24524737,-120.5222222,Offshore,S. CA Bight,
11,11.1,33.42776995,-119.7145299,Offshore,S. CA Bight,
11,11.2,32.66813624,-121.2529915,Offshore,S. CA Bight,
15,15.1,33.78800862,-120.5905983,Offshore,S. CA Bight,
15,15.2,33.00879672,-122.1376068,Offshore,S. CA Bight,
19,19.1,34.231139,-121.291591,Offshore,S. CA Bight,-2434
19,19.2,33.396952,-123.032712,Offshore,S. CA Bight,-4293
27,27.1,35.457496,-122.029376,Offshore,Central CA,-1858
27,27.2,34.623017,-123.796916,Offshore,Central CA,-4284
35,35.1,36.667492,-122.810769,Offshore,Central CA,-2796
35,35.2,35.831835,-124.607341,Offshore,Central CA,-4266
43,43.1,37.864155,-123.636542,Offshore,Central CA,-2887
43,43.2,37.028386,-125.457537,Offshore,Central CA,-4373
51,51.1,39.062261,-124.472102,Offshore,Central CA,-3342
51,51.2,38.227419,-126.324451,Offshore,Central CA,-4413
58,58.1,40.253824,-125.268461,Offshore,Central CA,-1504
58,58.2,39.823933,-127.369704,Offshore,Central CA,-4385
65,65.1,41.500361,-125.041452,Offshore,Central CA,-1612
65,65.2,41.500389,-127.284591,Offshore,Central CA,-2446
73,73.1,42.831241,-125.336673,Offshore,WA/OR,-3083
73,73.2,42.831996,-127.611187,Offshore,WA/OR,-2958
81,81.1,44.166743,-125.251295,Offshore,WA/OR,-2183
81,81.2,44.166894,-127.590592,Offshore,WA/OR,-2938
1,1.001,37.801317,-122.397471,Transit,NA,-12
1,1.002,37.818563,-122.394834,Transit,NA,-24
1,1.003,37.832524,-122.42462,Transit,NA,-25
1,1.004,37.818563,-122.483291,Transit,NA,-69
1,1.005,37.790457,-122.550301,Transit,NA,-21
1,1.006,37.750341,-122.690628,Transit,NA,-32
1,1.007,37.968991,-123.161468,Transit,NA,-100
1,1.008,38.895127,-123.766384,Transit,NA,-76
1,1.009,40.438502,-124.523794,Transit,NA,-82
1,1.01,50.755203,-128.562035,Transit,NA,-48
1,1.1,34.516748,-120.690378,Nearshore,S. CA Bight,
1,1.2,34.548646,-120.622788,Nearshore,S. CA Bight,
2,2.1,34.506536,-120.50975,Nearshore,S. CA Bight,
2,2.2,34.472499,-120.579254,Nearshore,S. CA Bight,
3,3.1,34.415061,-120.4956,Nearshore,S. CA Bight,
3,3.2,34.447672,-120.427146,Nearshore,S. CA Bight,
4,4.1,34.431655,-120.259202,Nearshore,S. CA Bight,
4,4.2,34.466534,-120.190221,Nearshore,S. CA Bight,
5,5.1,34.455481,-120.012816,Nearshore,S. CA Bight,
5,5.2,34.421018,-120.082736,Nearshore,S. CA Bight,
6,6.1,34.383633,-119.958558,Nearshore,S. CA Bight,
6,6.2,34.414748,-119.891375,Nearshore,S. CA Bight,
7,7.1,34.362892,-119.800405,Nearshore,S. CA Bight,
7,7.2,34.395336,-119.733326,Nearshore,S. CA Bight,
8,8.1,34.362572,-119.600632,Nearshore,S. CA Bight,
8,8.2,34.391089,-119.540107,Nearshore,S. CA Bight,
9,9.1,34.347134,-119.432754,Nearshore,S. CA Bight,
9,9.2,34.312671,-119.502259,Nearshore,S. CA Bight,
10,10.1,34.255871,-119.418604,Nearshore,S. CA Bight,
10,10.2,34.289696,-119.3491,Nearshore,S. CA Bight,
11,11.1,34.229396,-119.271653,Nearshore,S. CA Bight,
11,11.2,34.198115,-119.337446,Nearshore,S. CA Bight,
12,12.1,34.122169,-119.291249,Nearshore,S. CA Bight,
12,12.2,34.153157,-119.227226,Nearshore,S. CA Bight,
13,13.1,34.100262,-119.137355,Nearshore,S. CA Bight,
13,13.2,34.06704,-119.203696,Nearshore,S. CA Bight,
14,14.1,34.031939,-119.075509,Nearshore,S. CA Bight,
14,14.2,34.062591,-119.010552,Nearshore,S. CA Bight,
15,15.1,34.030317,-118.879502,Nearshore,S. CA Bight,
15,15.2,33.998753,-118.944824,Nearshore,S. CA Bight,
16,16.1,33.998434,-118.746716,Nearshore,S. CA Bight,
16,16.2,34.029502,-118.67891,Nearshore,S. CA Bight,
17,17.1,34.016622,-118.512816,Nearshore,S. CA Bight,
17,17.2,33.982479,-118.58232,Nearshore,S. CA Bight,
18,18.1,33.91526,-118.518793,Nearshore,S. CA Bight,
18,18.2,33.948723,-118.450207,Nearshore,S. CA Bight,
19,19.1,33.869735,-118.413912,Nearshore,S. CA Bight,
19,19.2,33.835698,-118.483,Nearshore,S. CA Bight,
20,20.1,33.732736,-118.492989,Nearshore,S. CA Bight,
20,20.2,33.763128,-118.427831,Nearshore,S. CA Bight,
21,21.1,33.713627,-118.328821,Nearshore,S. CA Bight,
21,21.2,33.682531,-118.394351,Nearshore,S. CA Bight,
22,22.1,33.696997,-118.170855,Nearshore,S. CA Bight,
22,22.2,33.730781,-118.102722,Nearshore,S. CA Bight,
23,23.1,33.6654,-118.035071,Nearshore,S. CA Bight,
23,23.2,33.635304,-118.097189,Nearshore,S. CA Bight,
24,24.1,33.582301,-118.007555,Nearshore,S. CA Bight,
24,24.2,33.609801,-117.948022,Nearshore,S. CA Bight,
25,25.1,33.568068,-117.839938,Nearshore,S. CA Bight,
25,25.2,33.534649,-117.907253,Nearshore,S. CA Bight,
26,26.1,33.474658,-117.830257,Nearshore,S. CA Bight,
26,26.2,33.509546,-117.760337,Nearshore,S. CA Bight,
27,27.1,33.449981,-117.681676,Nearshore,S. CA Bight,
27,27.2,33.416795,-117.750764,Nearshore,S. CA Bight,
28,28.1,33.358955,-117.670168,Nearshore,S. CA Bight,
28,28.2,33.388866,-117.607646,Nearshore,S. CA Bight,
29,29.1,33.334633,-117.52236,Nearshore,S. CA Bight,
29,29.2,33.300596,-117.591552,Nearshore,S. CA Bight,
30,30.1,33.23635,-117.52491,Nearshore,S. CA Bight,
30,30.2,33.269962,-117.456082,Nearshore,S. CA Bight,
31,31.1,33.20051,-117.399705,Nearshore,S. CA Bight,
31,31.2,33.167851,-117.464458,Nearshore,S. CA Bight,
32,32.1,33.098925,-117.406919,Nearshore,S. CA Bight,
32,32.2,33.132853,-117.341816,Nearshore,S. CA Bight,
33,33.1,33.05295,-117.30532,Nearshore,S. CA Bight,
33,33.2,33.018811,-117.372032,Nearshore,S. CA Bight,
34,34.1,32.936909,-117.342378,Nearshore,S. CA Bight,
34,34.2,32.971175,-117.273383,Nearshore,S. CA Bight,
35,35.1,32.881443,-117.259153,Nearshore,S. CA Bight,
35,35.2,32.847561,-117.32417,Nearshore,S. CA Bight,
36,36.1,32.750236,-117.32391,Nearshore,S. CA Bight,
36,36.2,32.782814,-117.25731,Nearshore,S. CA Bight,
37,37.1,32.684821,-117.257839,Nearshore,S. CA Bight,
37,37.2,32.650252,-117.325991,Nearshore,S. CA Bight,
101,101.1,34.111157,-119.942199,Nearshore,Santa Cruz Island,
101,101.2,34.079049,-119.922408,Nearshore,Santa Cruz Island,
102,102.1,34.046743,-119.900347,Nearshore,Santa Cruz Island,
102,102.2,34.028117,-119.93494,Nearshore,Santa Cruz Island,
103,103.1,34.000736,-119.886784,Nearshore,Santa Cruz Island,
103,103.2,33.991338,-119.924387,Nearshore,Santa Cruz Island,
104,104.1,33.930254,-119.805769,Nearshore,Santa Cruz Island,
104,104.2,33.96105,-119.805439,Nearshore,Santa Cruz Island,
105,105.1,33.966539,-119.706177,Nearshore,Santa Cruz Island,
105,105.2,33.937303,-119.69318,Nearshore,Santa Cruz Island,
106,106.1,33.955314,-119.601062,Nearshore,Santa Cruz Island,
106,106.2,33.986227,-119.610658,Nearshore,Santa Cruz Island,
107,107.1,34.023447,-119.531276,Nearshore,Santa Cruz Island,
107,107.2,34.006218,-119.496848,Nearshore,Santa Cruz Island,
108,108.1,34.078266,-119.524607,Nearshore,Santa Cruz Island,
108,108.2,34.048507,-119.545388,Nearshore,Santa Cruz Island,
109,109.1,34.054047,-119.639671,Nearshore,Santa Cruz Island,
109,109.2,34.023176,-119.654713,Nearshore,Santa Cruz Island,
110,110.1,34.050768,-119.732622,Nearshore,Santa Cruz Island,
110,110.2,34.082964,-119.715591,Nearshore,Santa Cruz Island,
111,111.1,34.100976,-119.821473,Nearshore,Santa Cruz Island,
111,111.2,34.067302,-119.831369,Nearshore,Santa Cruz Island,
201,201.1,33.507897,-118.515639,Nearshore,Santa Catalina Island,
201,201.2,33.478654,-118.537072,Nearshore,Santa Catalina Island,
202,202.1,33.480545,-118.609665,Nearshore,Santa Catalina Island,
202,202.2,33.501471,-118.640393,Nearshore,Santa Catalina Island,
203,203.1,33.461861,-118.593989,Nearshore,Santa Catalina Island,
203,203.2,33.437033,-118.622772,Nearshore,Santa Catalina Island,
204,204.1,33.397867,-118.543764,Nearshore,Santa Catalina Island,
204,204.2,33.423319,-118.517069,Nearshore,Santa Catalina Island,
205,205.1,33.359443,-118.490879,Nearshore,Santa Catalina Island,
205,205.2,33.338106,-118.518205,Nearshore,Santa Catalina Island,
206,206.1,33.284958,-118.442422,Nearshore,Santa Catalina Island,
206,206.2,33.316493,-118.430545,Nearshore,Santa Catalina Island,
207,207.1,33.301356,-118.342153,Nearshore,Santa Catalina Island,
207,207.2,33.267888,-118.341498,Nearshore,Santa Catalina Island,
208,208.1,33.30763,-118.301526,Nearshore,Santa Catalina Island,
208,208.2,33.308122,-118.261527,Nearshore,Santa Catalina Island,
209,209.1,33.380005,-118.302878,Nearshore,Santa Catalina Island,
209,209.2,33.353624,-118.327289,Nearshore,Santa Catalina Island,
210,210.1,33.411552,-118.366314,Nearshore,Santa Catalina Island,
210,210.2,33.43221,-118.335137,Nearshore,Santa Catalina Island,
211,211.1,33.429192,-118.434126,Nearshore,Santa Catalina Island,
211,211.2,33.458951,-118.412676,Nearshore,Santa Catalina Island,
